หมวดหมู่หลัก (TH),หมวดหมู่หลัก (CN),หมวดหมู่ย่อย (TH),หมวดหมู่ย่อย (CN),กลุ่มสินค้า (TH),ชื่อสินค้า (TH),ชื่อสินค้า (CN),SKU,Slug (รหัสสินค้า),โฟลเดอร์ที่ต้องวางรูป
สีทาบ้านและอุปกรณ์เคมีงานสี,油漆辅料,วัสดุเสริมอื่นๆ,其他辅料,ไม้กวาด,ไม้กวาดทางมะพร้าว/ไม้กวาดไม้ไผ่ (ขนาดเล็ก),竹扫把（小）,SB-ZSBX-1,16-05-02-014,public/products/16-you-qi-fu-liao/16-05-qi-ta-fu-liao/16-05-02-sao-ba/16-05-02-014/
สีทาบ้านและอุปกรณ์เคมีงานสี,油漆辅料,วัสดุเสริมอื่นๆ,其他辅料,สายรัดพลาสติก,เครื่องรัดสายเรซิ่น/คีมย้ำสายรัดด้วยมือ,手动打包机/打包钳,DBJ-SD-1,16-05-06-001,public/products/16-you-qi-fu-liao/16-05-qi-ta-fu-liao/16-05-06-da-bao-dai-2/16-05-06-001/
สีทาบ้านและอุปกรณ์เคมีงานสี,油漆辅料,วัสดุเสริมอื่นๆ,其他辅料,สายรัดพลาสติก,เครื่องดึงสายรัดพลาสติก PET/PP (ตัวโยกสายรัด),塑钢带打包机/拉紧器,DBJ-SGD-1,16-05-06-002,public/products/16-you-qi-fu-liao/16-05-qi-ta-fu-liao/16-05-06-da-bao-dai-2/16-05-06-002/
สีทาบ้านและอุปกรณ์เคมีงานสี,油漆辅料,วัสดุเสริมอื่นๆ,其他辅料,ไม้ถูพื้น,ไม้ถูพื้นฟองน้ำ PVA บิดล็อคแบบไม่ต้องใช้มือซัก เกรดพรีเมียมด้ามยืดหด Kangjunda,康俊达免手洗高档胶棉拖把 伸缩杆,TB-KJDJM-1,16-05-07-0004,public/products/16-you-qi-fu-liao/16-05-qi-ta-fu-liao/16-05-07-tuo-ba/16-05-07-0004/
สีทาบ้านและอุปกรณ์เคมีงานสี,油漆辅料,วัสดุเสริมอื่นๆ,其他辅料,ไม้ถูพื้น,ไม้ถูพื้นแบบม็อบดันฝุ่นแบนเกรดพรีเมียม สีเขียวทหารแบบหนา 90x16 ซม.,拖把军绿加厚/高档平板拖把 90*16,TB-JLPB-90-16,16-05-07-0006,public/products/16-you-qi-fu-liao/16-05-qi-ta-fu-liao/16-05-07-tuo-ba/16-05-07-0006/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 12.5 (10เล่ม/แผง),不锈钢麻花钻12.5（10支/板）,MHZ-BXG-125,17-01-01-055,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-055/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 12 (10เล่ม/แผง),不锈钢麻花钻12（10支/板）,MHZ-BXG-12,17-01-01-056,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-056/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 11.5 (10เล่ม/แผง),不锈钢麻花钻11.5（10支/板）,MHZ-BXG-115,17-01-01-057,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-057/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 11 (10เล่ม/แผง),不锈钢麻花钻11（10支/板）,MHZ-BXG-11,17-01-01-058,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-058/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 10.5 (10เล่ม/แผง),不锈钢麻花钻10.5（10支/板）,MHZ-BXG-105,17-01-01-059,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-059/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 10 (10เล่ม/แผง),不锈钢麻花钻10（10支/板）,MHZ-BXG-10,17-01-01-060,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-060/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 9.5 (10เล่ม/แผง),不锈钢麻花钻9.5（10支/板）,MHZ-BXG-95,17-01-01-061,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-061/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 9.0 (10เล่ม/แผง),不锈钢麻花钻9.0（10支/板）,MHZ-BXG-90,17-01-01-062,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-062/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 8.5 (10เล่ม/แผง),不锈钢麻花钻8.5（10支/板）,MHZ-BXG-85,17-01-01-063,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-063/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 8.0 (10เล่ม/แผง),不锈钢麻花钻8.0（10支/板）,MHZ-BXG-80,17-01-01-064,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-064/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 7.5 (10เล่ม/แผง),不锈钢麻花钻7.5（10支/板）,MHZ-BXG-75,17-01-01-065,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-065/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 7.0 (10เล่ม/แผง),不锈钢麻花钻7.0（10支/板）,MHZ-BXG-70,17-01-01-066,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-066/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 6.8 (10เล่ม/แผง),不锈钢麻花钻6.8（10支/板）,MHZ-BXG-68,17-01-01-067,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-067/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 6.5 (10เล่ม/แผง),不锈钢麻花钻6.5（10支/板）,MHZ-BXG-65,17-01-01-068,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-068/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 6.2 (10เล่ม/แผง),不锈钢麻花钻6.2（10支/板）,MHZ-BXG-62,17-01-01-069,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-069/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 6 (10เล่ม/แผง),不锈钢麻花钻6（10支/板）,MHZ-BXG-6,17-01-01-070,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-070/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 5.8 (10เล่ม/แผง),不锈钢麻花钻5.8（10支/板）,MHZ-BXG-58,17-01-01-071,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-071/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 5.5 (10เล่ม/แผง),不锈钢麻花钻5.5（10支/板）,MHZ-BXG-55,17-01-01-072,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-072/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 5.2 (10เล่ม/แผง),不锈钢麻花钻5.2（10支/板）,MHZ-BXG-52,17-01-01-073,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-073/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 5.0 (10เล่ม/แผง),不锈钢麻花钻5.0（10支/板）,MHZ-BXG-50,17-01-01-074,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-074/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 4.8 (10เล่ม/แผง),不锈钢麻花钻4.8（10支/板）,MHZ-BXG-48,17-01-01-075,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-075/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 4.2 (10เล่ม/แผง),不锈钢麻花钻4.2（10支/板）,MHZ-BXG-42,17-01-01-077,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-077/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 3.8 (10เล่ม/แผง),不锈钢麻花钻3.8（10支/板）,MHZ-BXG-38,17-01-01-079,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-079/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 3.5 (10เล่ม/แผง),不锈钢麻花钻3.5（10支/板）,MHZ-BXG-35,17-01-01-080,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-080/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 3.2 (10เล่ม/แผง),不锈钢麻花钻3.2（10支/板）,MHZ-BXG-32,17-01-01-081,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-081/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 3.0 (10เล่ม/แผง),不锈钢麻花钻3.0（10支/板）,MHZ-BXG-30,17-01-01-082,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-082/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 2.8 (10เล่ม/แผง),不锈钢麻花钻2.8（10支/板）,MHZ-BXG-28,17-01-01-083,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-083/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเกลียวสแตนเลส,ดอกสว่านเจาะสแตนเลส 2.0 (10เล่ม/แผง),不锈钢麻花钻2.0（10支/板）,MHZ-BXG-20,17-01-01-085,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-01-bu-xiu-gang-ma-hua-zuan/17-01-01-085/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 6.0,韦驮全磨不锈钢麻花钻 6542绿盒 6.0,MHZ-6542-60,17-01-02-052,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-052/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 6.2,韦驮全磨不锈钢麻花钻 6542绿盒 6.2,MHZ-6542-62,17-01-02-053,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-053/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 6.5,韦驮全磨不锈钢麻花钻 6542绿盒 6.5,MHZ-6542-65,17-01-02-054,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-054/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 6.8,韦驮全磨不锈钢麻花钻 6542绿盒 6.8,MHZ-6542-68,17-01-02-055,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-055/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 7.0,韦驮全磨不锈钢麻花钻 6542绿盒 7.0,MHZ-6542-70,17-01-02-056,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-056/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 7.2,韦驮全磨不锈钢麻花钻 6542绿盒 7.2,MHZ-6542-72,17-01-02-057,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-057/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 7.5,韦驮全磨不锈钢麻花钻 6542绿盒 7.5,MHZ-6542-75,17-01-02-058,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-058/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 8.0,韦驮全磨不锈钢麻花钻 6542绿盒 8.0,MHZ-6542-80,17-01-02-059,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-059/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 9.0,韦驮全磨不锈钢麻花钻 6542绿盒 9.0,MHZ-6542-90,17-01-02-061,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-061/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 10,韦驮全磨不锈钢麻花钻 6542绿盒 10,MHZ-6542-10,17-01-02-062,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-062/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 10.5,韦驮全磨不锈钢麻花钻 6542绿盒 10.5,MHZ-6542-105,17-01-02-063,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-063/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 11,韦驮全磨不锈钢麻花钻 6542绿盒 11,MHZ-6542-11,17-01-02-064,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-064/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 11.5,韦驮全磨不锈钢麻花钻 6542绿盒 11.5,MHZ-6542-115,17-01-02-065,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-065/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 12,韦驮全磨不锈钢麻花钻 6542绿盒 12,MHZ-6542-12,17-01-02-066,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-066/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 12.5,韦驮全磨不锈钢麻花钻 6542绿盒 12.5,MHZ-6542-125,17-01-02-067,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-067/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านเจาะสแตนเลส 6542 Weituo กล่องเขียว 13,韦驮全磨不锈钢麻花钻 6542绿盒 13,MHZ-6542-13,17-01-02-068,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-068/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 14,沪帆含钴全磨麻花钻 14,MHZ-HG-14,17-01-02-094,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-094/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 13,沪帆含钴全磨麻花钻 13,MHZ-HG-13,17-01-02-095,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-095/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 12.5,沪帆含钴全磨麻花钻 12.5,MHZ-HG-125,17-01-02-096,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-096/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 11.5,沪帆含钴全磨麻花钻 11.5,MHZ-HG-115,17-01-02-097,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-097/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 11,沪帆含钴全磨麻花钻 11,MHZ-HG-11,17-01-02-098,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-098/
ดอกสว่านและโฮลซอเจาะรู,钻头开孔,ดอกสว่านเกลียว/สามเหลี่ยม/ต๊าป,麻花钻/三角钻/丝攻,ดอกสว่านเจียรเต็ม,ดอกสว่านผสมโคบอลต์ Hufan 10.5,沪帆含钴全磨麻花钻 10.5,MHZ-HG-105,17-01-02-099,public/products/17-zuan-tou-kai-kong/17-01-ma-hua-zuan-san-jiao-zuan-si-gong/17-01-02-quan-mo-ma-hua-zuan/17-01-02-099/
